تناوب,دوره,عنوان دوره,مدیر,نوع صندوق,خالص ارزش دارایی (میلیارد ریال),سهم از کل صنعت ٪
فصلی,1401-Q3,پاییز 1401,سبدگردان آگاه,مختلط,230.1,0.004
فصلی,1401-Q3,پاییز 1401,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,2149.5,0.034
فصلی,1401-Q3,پاییز 1401,سبدگردان توسعه فیروزه,جسورانه,222.6,0.003
فصلی,1401-Q3,پاییز 1401,سبدگردان توسعه فیروزه,خصوصی,1086.9,0.017
فصلی,1401-Q3,پاییز 1401,سبدگردان توسعه فیروزه,درآمد ثابت,17184.3,0.272
فصلی,1401-Q3,پاییز 1401,سبدگردان توسعه فیروزه,سهامی,4792.6,0.076
فصلی,1401-Q3,پاییز 1401,سبدگردان توسعه فیروزه,سهامی - شاخصی,2341.7,0.037
فصلی,1401-Q3,پاییز 1401,سبدگردان فارابی,اختصاصی بازارگردانی,8599.9,0.136
فصلی,1401-Q3,پاییز 1401,سبدگردان فارابی,درآمد ثابت,18700.9,0.296
فصلی,1401-Q3,پاییز 1401,سبدگردان فارابی,سهامی,6039.1,0.096
فصلی,1401-Q3,پاییز 1401,سبدگردان مفید,اختصاصی بازارگردانی,4907.8,0.078
فصلی,1401-Q3,پاییز 1401,سبدگردان مفید,تضمین اصل سرمایه,2465.8,0.039
فصلی,1401-Q3,پاییز 1401,سبدگردان مفید,درآمد ثابت,201449.5,3.186
فصلی,1401-Q3,پاییز 1401,سبدگردان مفید,سهامی,102957.9,1.628
فصلی,1401-Q3,پاییز 1401,سبدگردان مفید,سهامی - اهرمی,8000.9,0.126
فصلی,1401-Q3,پاییز 1401,سبدگردان مفید,سهامی - شاخصی,3637.7,0.057
فصلی,1401-Q3,پاییز 1401,سبدگردان مفید,مختلط,3435.6,0.054
فصلی,1401-Q3,پاییز 1401,سبدگردان مفید,کالایی (طلا و ...),11425.0,0.181
فصلی,1401-Q3,پاییز 1401,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,13603.9,0.215
فصلی,1401-Q3,پاییز 1401,مشاور سرمایه گذاری ترنج,درآمد ثابت,75561.4,1.195
فصلی,1401-Q3,پاییز 1401,مشاور سرمایه گذاری ترنج,سهامی,7950.1,0.126
فصلی,1401-Q3,پاییز 1401,مشاور سرمایه گذاری ترنج,مختلط,2698.1,0.043
فصلی,1401-Q4,زمستان 1401,سایر مدیران,اختصاصی بازارگردانی,1280105.0,18.448
فصلی,1401-Q4,زمستان 1401,سایر مدیران,املاک و مستغلات,1669.4,0.024
فصلی,1401-Q4,زمستان 1401,سایر مدیران,بازنشستگی تکمیلی,17025.1,0.245
فصلی,1401-Q4,زمستان 1401,سایر مدیران,جسورانه,3249.1,0.047
فصلی,1401-Q4,زمستان 1401,سایر مدیران,خصوصی,15683.7,0.226
فصلی,1401-Q4,زمستان 1401,سایر مدیران,درآمد ثابت,3870703.8,55.78
فصلی,1401-Q4,زمستان 1401,سایر مدیران,سهامی,181135.4,2.61
فصلی,1401-Q4,زمستان 1401,سایر مدیران,سهامی - اهرمی,1632.6,0.024
فصلی,1401-Q4,زمستان 1401,سایر مدیران,سهامی - بخشی,277453.8,3.998
فصلی,1401-Q4,زمستان 1401,سایر مدیران,سهامی - شاخصی,20858.5,0.301
فصلی,1401-Q4,زمستان 1401,سایر مدیران,صندوق در صندوق,3067.3,0.044
فصلی,1401-Q4,زمستان 1401,سایر مدیران,مختلط,12720.5,0.183
فصلی,1401-Q4,زمستان 1401,سایر مدیران,پروژه‌ای,11262.6,0.162
فصلی,1401-Q4,زمستان 1401,سایر مدیران,کالایی (طلا و ...),101871.3,1.468
فصلی,1401-Q4,زمستان 1401,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,2578.6,0.037
فصلی,1401-Q4,زمستان 1401,سبد گردان اقتصاد بیدار,درآمد ثابت,35095.6,0.506
فصلی,1401-Q4,زمستان 1401,سبد گردان اقتصاد بیدار,سهامی,4805.6,0.069
فصلی,1401-Q4,زمستان 1401,سبد گردان کاریزما,اختصاصی بازارگردانی,26038.6,0.375
فصلی,1401-Q4,زمستان 1401,سبد گردان کاریزما,تضمین اصل سرمایه,11759.6,0.169
فصلی,1401-Q4,زمستان 1401,سبد گردان کاریزما,درآمد ثابت,213755.0,3.08
فصلی,1401-Q4,زمستان 1401,سبد گردان کاریزما,سهامی,18286.7,0.264
فصلی,1401-Q4,زمستان 1401,سبد گردان کاریزما,سهامی - اهرمی,55174.8,0.795
فصلی,1401-Q4,زمستان 1401,سبد گردان کاریزما,سهامی - شاخصی,2801.0,0.04
فصلی,1401-Q4,زمستان 1401,سبد گردان کاریزما,صندوق در صندوق,1066.3,0.015
فصلی,1401-Q4,زمستان 1401,سبد گردان کاریزما,مختلط,1365.7,0.02
فصلی,1401-Q4,زمستان 1401,سبد گردان کاریزما,کالایی (طلا و ...),10308.2,0.149
فصلی,1401-Q4,زمستان 1401,سبدگردان آگاه,اختصاصی بازارگردانی,17628.0,0.254
فصلی,1401-Q4,زمستان 1401,سبدگردان آگاه,درآمد ثابت,55730.6,0.803
فصلی,1401-Q4,زمستان 1401,سبدگردان آگاه,سهامی,39574.8,0.57
فصلی,1401-Q4,زمستان 1401,سبدگردان آگاه,سهامی - بخشی,11845.3,0.171
فصلی,1401-Q4,زمستان 1401,سبدگردان آگاه,مختلط,282.9,0.004
فصلی,1401-Q4,زمستان 1401,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,2410.4,0.035
فصلی,1401-Q4,زمستان 1401,سبدگردان توسعه فیروزه,جسورانه,229.3,0.003
فصلی,1401-Q4,زمستان 1401,سبدگردان توسعه فیروزه,خصوصی,1106.8,0.016
فصلی,1401-Q4,زمستان 1401,سبدگردان توسعه فیروزه,درآمد ثابت,20311.0,0.293
فصلی,1401-Q4,زمستان 1401,سبدگردان توسعه فیروزه,سهامی,8672.4,0.125
فصلی,1401-Q4,زمستان 1401,سبدگردان توسعه فیروزه,سهامی - شاخصی,4438.7,0.064
فصلی,1401-Q4,زمستان 1401,سبدگردان فارابی,اختصاصی بازارگردانی,11428.9,0.165
فصلی,1401-Q4,زمستان 1401,سبدگردان فارابی,درآمد ثابت,27967.6,0.403
فصلی,1401-Q4,زمستان 1401,سبدگردان فارابی,سهامی,9090.0,0.131
فصلی,1401-Q4,زمستان 1401,سبدگردان مفید,اختصاصی بازارگردانی,5014.4,0.072
فصلی,1401-Q4,زمستان 1401,سبدگردان مفید,تضمین اصل سرمایه,2832.5,0.041
فصلی,1401-Q4,زمستان 1401,سبدگردان مفید,درآمد ثابت,199065.2,2.869
فصلی,1401-Q4,زمستان 1401,سبدگردان مفید,سهامی,137692.2,1.984
فصلی,1401-Q4,زمستان 1401,سبدگردان مفید,سهامی - اهرمی,23279.2,0.335
فصلی,1401-Q4,زمستان 1401,سبدگردان مفید,سهامی - شاخصی,8165.4,0.118
فصلی,1401-Q4,زمستان 1401,سبدگردان مفید,مختلط,4142.8,0.06
فصلی,1401-Q4,زمستان 1401,سبدگردان مفید,کالایی (طلا و ...),20541.2,0.296
فصلی,1401-Q4,زمستان 1401,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,14248.8,0.205
فصلی,1401-Q4,زمستان 1401,مشاور سرمایه گذاری ترنج,درآمد ثابت,106448.2,1.534
فصلی,1401-Q4,زمستان 1401,مشاور سرمایه گذاری ترنج,سهامی,15770.5,0.227
فصلی,1401-Q4,زمستان 1401,مشاور سرمایه گذاری ترنج,صندوق در صندوق,3967.5,0.057
فصلی,1401-Q4,زمستان 1401,مشاور سرمایه گذاری ترنج,مختلط,5813.2,0.084
فصلی,1402-Q1,بهار 1402,سایر مدیران,اختصاصی بازارگردانی,1722560.6,21.491
فصلی,1402-Q1,بهار 1402,سایر مدیران,املاک و مستغلات,1676.2,0.021
فصلی,1402-Q1,بهار 1402,سایر مدیران,بازنشستگی تکمیلی,18467.1,0.23
فصلی,1402-Q1,بهار 1402,سایر مدیران,تضمین اصل سرمایه,268.3,0.003
فصلی,1402-Q1,بهار 1402,سایر مدیران,جسورانه,3566.4,0.044
فصلی,1402-Q1,بهار 1402,سایر مدیران,خصوصی,16225.2,0.202
فصلی,1402-Q1,بهار 1402,سایر مدیران,درآمد ثابت,4110317.5,51.28
فصلی,1402-Q1,بهار 1402,سایر مدیران,سهامی,208679.7,2.604
فصلی,1402-Q1,بهار 1402,سایر مدیران,سهامی - اهرمی,1835.1,0.023
فصلی,1402-Q1,بهار 1402,سایر مدیران,سهامی - بخشی,334410.0,4.172
فصلی,1402-Q1,بهار 1402,سایر مدیران,سهامی - شاخصی,26502.5,0.331
فصلی,1402-Q1,بهار 1402,سایر مدیران,صندوق در صندوق,3116.9,0.039
فصلی,1402-Q1,بهار 1402,سایر مدیران,مختلط,14465.6,0.18
فصلی,1402-Q1,بهار 1402,سایر مدیران,پروژه‌ای,11261.1,0.14
فصلی,1402-Q1,بهار 1402,سایر مدیران,کالایی (طلا و ...),106598.2,1.33
فصلی,1402-Q1,بهار 1402,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,3450.6,0.043
فصلی,1402-Q1,بهار 1402,سبد گردان اقتصاد بیدار,درآمد ثابت,33811.7,0.422
فصلی,1402-Q1,بهار 1402,سبد گردان اقتصاد بیدار,سهامی,5437.0,0.068
فصلی,1402-Q1,بهار 1402,سبد گردان کاریزما,اختصاصی بازارگردانی,36269.5,0.452
فصلی,1402-Q1,بهار 1402,سبد گردان کاریزما,تضمین اصل سرمایه,22606.2,0.282
فصلی,1402-Q1,بهار 1402,سبد گردان کاریزما,درآمد ثابت,294175.0,3.67
فصلی,1402-Q1,بهار 1402,سبد گردان کاریزما,سهامی,20190.8,0.252
فصلی,1402-Q1,بهار 1402,سبد گردان کاریزما,سهامی - اهرمی,74759.1,0.933
فصلی,1402-Q1,بهار 1402,سبد گردان کاریزما,سهامی - شاخصی,3922.7,0.049
فصلی,1402-Q1,بهار 1402,سبد گردان کاریزما,صندوق در صندوق,1106.4,0.014
فصلی,1402-Q1,بهار 1402,سبد گردان کاریزما,مختلط,1692.4,0.021
فصلی,1402-Q1,بهار 1402,سبد گردان کاریزما,کالایی (طلا و ...),17041.4,0.213
فصلی,1402-Q1,بهار 1402,سبدگردان آگاه,اختصاصی بازارگردانی,20066.7,0.25
فصلی,1402-Q1,بهار 1402,سبدگردان آگاه,درآمد ثابت,56993.0,0.711
فصلی,1402-Q1,بهار 1402,سبدگردان آگاه,سهامی,39011.3,0.487
فصلی,1402-Q1,بهار 1402,سبدگردان آگاه,سهامی - اهرمی,7417.2,0.092
فصلی,1402-Q1,بهار 1402,سبدگردان آگاه,سهامی - بخشی,9637.5,0.12
فصلی,1402-Q1,بهار 1402,سبدگردان آگاه,مختلط,306.8,0.004
فصلی,1402-Q1,بهار 1402,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,2518.6,0.031
فصلی,1402-Q1,بهار 1402,سبدگردان توسعه فیروزه,جسورانه,232.0,0.003
فصلی,1402-Q1,بهار 1402,سبدگردان توسعه فیروزه,خصوصی,830.0,0.01
فصلی,1402-Q1,بهار 1402,سبدگردان توسعه فیروزه,درآمد ثابت,27010.1,0.337
فصلی,1402-Q1,بهار 1402,سبدگردان توسعه فیروزه,سهامی,11575.1,0.144
فصلی,1402-Q1,بهار 1402,سبدگردان توسعه فیروزه,سهامی - شاخصی,4731.2,0.059
فصلی,1402-Q1,بهار 1402,سبدگردان فارابی,اختصاصی بازارگردانی,12479.8,0.156
فصلی,1402-Q1,بهار 1402,سبدگردان فارابی,درآمد ثابت,40440.7,0.504
فصلی,1402-Q1,بهار 1402,سبدگردان فارابی,سهامی,12363.8,0.154
فصلی,1402-Q1,بهار 1402,سبدگردان مفید,اختصاصی بازارگردانی,5442.3,0.068
فصلی,1402-Q1,بهار 1402,سبدگردان مفید,تضمین اصل سرمایه,5209.2,0.065
فصلی,1402-Q1,بهار 1402,سبدگردان مفید,درآمد ثابت,250212.4,3.122
فصلی,1402-Q1,بهار 1402,سبدگردان مفید,سهامی,153413.8,1.914
فصلی,1402-Q1,بهار 1402,سبدگردان مفید,سهامی - اهرمی,38985.3,0.486
فصلی,1402-Q1,بهار 1402,سبدگردان مفید,سهامی - شاخصی,8453.2,0.106
فصلی,1402-Q1,بهار 1402,سبدگردان مفید,مختلط,4109.3,0.051
فصلی,1402-Q1,بهار 1402,سبدگردان مفید,کالایی (طلا و ...),30283.2,0.378
فصلی,1402-Q1,بهار 1402,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,18997.4,0.237
فصلی,1402-Q1,بهار 1402,مشاور سرمایه گذاری ترنج,درآمد ثابت,130208.3,1.624
فصلی,1402-Q1,بهار 1402,مشاور سرمایه گذاری ترنج,سهامی,17922.2,0.224
فصلی,1402-Q1,بهار 1402,مشاور سرمایه گذاری ترنج,صندوق در صندوق,5468.2,0.068
فصلی,1402-Q1,بهار 1402,مشاور سرمایه گذاری ترنج,مختلط,6635.7,0.083
فصلی,1402-Q2,تابستان 1402,سایر مدیران,اختصاصی بازارگردانی,1662043.0,19.887
فصلی,1402-Q2,تابستان 1402,سایر مدیران,املاک و مستغلات,1691.4,0.02
فصلی,1402-Q2,تابستان 1402,سایر مدیران,بازنشستگی تکمیلی,18208.0,0.218
فصلی,1402-Q2,تابستان 1402,سایر مدیران,تضمین اصل سرمایه,2840.0,0.034
فصلی,1402-Q2,تابستان 1402,سایر مدیران,جسورانه,3737.2,0.045
فصلی,1402-Q2,تابستان 1402,سایر مدیران,خصوصی,15674.0,0.188
فصلی,1402-Q2,تابستان 1402,سایر مدیران,درآمد ثابت,4342627.0,51.962
فصلی,1402-Q2,تابستان 1402,سایر مدیران,سهامی,206851.0,2.475
فصلی,1402-Q2,تابستان 1402,سایر مدیران,سهامی - اهرمی,2126.5,0.025
فصلی,1402-Q2,تابستان 1402,سایر مدیران,سهامی - بخشی,323493.6,3.871
فصلی,1402-Q2,تابستان 1402,سایر مدیران,سهامی - شاخصی,25417.5,0.304
فصلی,1402-Q2,تابستان 1402,سایر مدیران,صندوق در صندوق,3151.3,0.038
فصلی,1402-Q2,تابستان 1402,سایر مدیران,مختلط,14755.0,0.177
فصلی,1402-Q2,تابستان 1402,سایر مدیران,پروژه‌ای,11259.6,0.135
فصلی,1402-Q2,تابستان 1402,سایر مدیران,کالایی (طلا و ...),107280.3,1.284
فصلی,1402-Q2,تابستان 1402,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,4474.5,0.054
فصلی,1402-Q2,تابستان 1402,سبد گردان اقتصاد بیدار,درآمد ثابت,40891.9,0.489
فصلی,1402-Q2,تابستان 1402,سبد گردان اقتصاد بیدار,سهامی,5984.9,0.072
فصلی,1402-Q2,تابستان 1402,سبد گردان کاریزما,اختصاصی بازارگردانی,37692.4,0.451
فصلی,1402-Q2,تابستان 1402,سبد گردان کاریزما,تضمین اصل سرمایه,23417.8,0.28
فصلی,1402-Q2,تابستان 1402,سبد گردان کاریزما,درآمد ثابت,318754.4,3.814
فصلی,1402-Q2,تابستان 1402,سبد گردان کاریزما,سهامی,17518.5,0.21
فصلی,1402-Q2,تابستان 1402,سبد گردان کاریزما,سهامی - اهرمی,97973.7,1.172
فصلی,1402-Q2,تابستان 1402,سبد گردان کاریزما,سهامی - شاخصی,4279.6,0.051
فصلی,1402-Q2,تابستان 1402,سبد گردان کاریزما,صندوق در صندوق,1129.5,0.014
فصلی,1402-Q2,تابستان 1402,سبد گردان کاریزما,مختلط,1769.2,0.021
فصلی,1402-Q2,تابستان 1402,سبد گردان کاریزما,کالایی (طلا و ...),20294.4,0.243
فصلی,1402-Q2,تابستان 1402,سبدگردان آگاه,اختصاصی بازارگردانی,11919.0,0.143
فصلی,1402-Q2,تابستان 1402,سبدگردان آگاه,درآمد ثابت,73925.1,0.885
فصلی,1402-Q2,تابستان 1402,سبدگردان آگاه,سهامی,35060.1,0.42
فصلی,1402-Q2,تابستان 1402,سبدگردان آگاه,سهامی - اهرمی,12659.8,0.152
فصلی,1402-Q2,تابستان 1402,سبدگردان آگاه,سهامی - بخشی,7846.7,0.094
فصلی,1402-Q2,تابستان 1402,سبدگردان آگاه,مختلط,327.7,0.004
فصلی,1402-Q2,تابستان 1402,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,2350.3,0.028
فصلی,1402-Q2,تابستان 1402,سبدگردان توسعه فیروزه,جسورانه,383.8,0.005
فصلی,1402-Q2,تابستان 1402,سبدگردان توسعه فیروزه,خصوصی,963.8,0.012
فصلی,1402-Q2,تابستان 1402,سبدگردان توسعه فیروزه,درآمد ثابت,36392.0,0.435
فصلی,1402-Q2,تابستان 1402,سبدگردان توسعه فیروزه,سهامی,12454.3,0.149
فصلی,1402-Q2,تابستان 1402,سبدگردان توسعه فیروزه,سهامی - شاخصی,4260.6,0.051
فصلی,1402-Q2,تابستان 1402,سبدگردان فارابی,اختصاصی بازارگردانی,14562.1,0.174
فصلی,1402-Q2,تابستان 1402,سبدگردان فارابی,درآمد ثابت,38645.8,0.462
فصلی,1402-Q2,تابستان 1402,سبدگردان فارابی,سهامی,9946.0,0.119
فصلی,1402-Q2,تابستان 1402,سبدگردان فارابی,سهامی - اهرمی,7239.5,0.087
فصلی,1402-Q2,تابستان 1402,سبدگردان مفید,اختصاصی بازارگردانی,12169.6,0.146
فصلی,1402-Q2,تابستان 1402,سبدگردان مفید,تضمین اصل سرمایه,5565.5,0.067
فصلی,1402-Q2,تابستان 1402,سبدگردان مفید,درآمد ثابت,317731.9,3.802
فصلی,1402-Q2,تابستان 1402,سبدگردان مفید,سهامی,148078.2,1.772
فصلی,1402-Q2,تابستان 1402,سبدگردان مفید,سهامی - اهرمی,46685.1,0.559
فصلی,1402-Q2,تابستان 1402,سبدگردان مفید,سهامی - بخشی,8258.7,0.099
فصلی,1402-Q2,تابستان 1402,سبدگردان مفید,سهامی - شاخصی,7596.9,0.091
فصلی,1402-Q2,تابستان 1402,سبدگردان مفید,مختلط,4007.3,0.048
فصلی,1402-Q2,تابستان 1402,سبدگردان مفید,کالایی (طلا و ...),36578.5,0.438
فصلی,1402-Q2,تابستان 1402,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,18332.7,0.219
فصلی,1402-Q2,تابستان 1402,مشاور سرمایه گذاری ترنج,درآمد ثابت,140703.5,1.684
فصلی,1402-Q2,تابستان 1402,مشاور سرمایه گذاری ترنج,سهامی,16963.1,0.203
فصلی,1402-Q2,تابستان 1402,مشاور سرمایه گذاری ترنج,صندوق در صندوق,4041.0,0.048
فصلی,1402-Q2,تابستان 1402,مشاور سرمایه گذاری ترنج,مختلط,6414.4,0.077
فصلی,1402-Q3,پاییز 1402,سایر مدیران,اختصاصی بازارگردانی,1697107.9,19.133
فصلی,1402-Q3,پاییز 1402,سایر مدیران,املاک و مستغلات,3347.1,0.038
فصلی,1402-Q3,پاییز 1402,سایر مدیران,بازنشستگی تکمیلی,18620.6,0.21
فصلی,1402-Q3,پاییز 1402,سایر مدیران,تضمین اصل سرمایه,4985.7,0.056
فصلی,1402-Q3,پاییز 1402,سایر مدیران,جسورانه,3280.1,0.037
فصلی,1402-Q3,پاییز 1402,سایر مدیران,خصوصی,15751.5,0.178
فصلی,1402-Q3,پاییز 1402,سایر مدیران,درآمد ثابت,4480468.2,50.512
فصلی,1402-Q3,پاییز 1402,سایر مدیران,سهامی,238863.2,2.693
فصلی,1402-Q3,پاییز 1402,سایر مدیران,سهامی - اهرمی,2195.6,0.025
فصلی,1402-Q3,پاییز 1402,سایر مدیران,سهامی - بخشی,327879.4,3.696
فصلی,1402-Q3,پاییز 1402,سایر مدیران,سهامی - شاخصی,27610.5,0.311
فصلی,1402-Q3,پاییز 1402,سایر مدیران,صندوق در صندوق,3268.8,0.037
فصلی,1402-Q3,پاییز 1402,سایر مدیران,مختلط,16057.1,0.181
فصلی,1402-Q3,پاییز 1402,سایر مدیران,پروژه‌ای,11257.7,0.127
فصلی,1402-Q3,پاییز 1402,سایر مدیران,کالایی (طلا و ...),123937.9,1.397
فصلی,1402-Q3,پاییز 1402,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,3354.3,0.038
فصلی,1402-Q3,پاییز 1402,سبد گردان اقتصاد بیدار,درآمد ثابت,60420.3,0.681
فصلی,1402-Q3,پاییز 1402,سبد گردان اقتصاد بیدار,سهامی,6632.2,0.075
فصلی,1402-Q3,پاییز 1402,سبد گردان کاریزما,اختصاصی بازارگردانی,42034.0,0.474
فصلی,1402-Q3,پاییز 1402,سبد گردان کاریزما,تضمین اصل سرمایه,20438.3,0.23
فصلی,1402-Q3,پاییز 1402,سبد گردان کاریزما,درآمد ثابت,330589.8,3.727
فصلی,1402-Q3,پاییز 1402,سبد گردان کاریزما,سهامی,17477.3,0.197
فصلی,1402-Q3,پاییز 1402,سبد گردان کاریزما,سهامی - اهرمی,111631.5,1.259
فصلی,1402-Q3,پاییز 1402,سبد گردان کاریزما,سهامی - بخشی,7687.3,0.087
فصلی,1402-Q3,پاییز 1402,سبد گردان کاریزما,سهامی - شاخصی,4119.8,0.046
فصلی,1402-Q3,پاییز 1402,سبد گردان کاریزما,صندوق در صندوق,1157.9,0.013
فصلی,1402-Q3,پاییز 1402,سبد گردان کاریزما,مختلط,1781.3,0.02
فصلی,1402-Q3,پاییز 1402,سبد گردان کاریزما,کالایی (طلا و ...),26132.8,0.295
فصلی,1402-Q3,پاییز 1402,سبدگردان آگاه,اختصاصی بازارگردانی,13070.5,0.147
فصلی,1402-Q3,پاییز 1402,سبدگردان آگاه,درآمد ثابت,118817.8,1.34
فصلی,1402-Q3,پاییز 1402,سبدگردان آگاه,سهامی,34921.4,0.394
فصلی,1402-Q3,پاییز 1402,سبدگردان آگاه,سهامی - اهرمی,14849.1,0.167
فصلی,1402-Q3,پاییز 1402,سبدگردان آگاه,سهامی - بخشی,10596.0,0.12
فصلی,1402-Q3,پاییز 1402,سبدگردان آگاه,مختلط,339.4,0.004
فصلی,1402-Q3,پاییز 1402,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,3213.4,0.036
فصلی,1402-Q3,پاییز 1402,سبدگردان توسعه فیروزه,جسورانه,389.5,0.004
فصلی,1402-Q3,پاییز 1402,سبدگردان توسعه فیروزه,خصوصی,996.3,0.011
فصلی,1402-Q3,پاییز 1402,سبدگردان توسعه فیروزه,درآمد ثابت,47792.6,0.539
فصلی,1402-Q3,پاییز 1402,سبدگردان توسعه فیروزه,سهامی,11153.9,0.126
فصلی,1402-Q3,پاییز 1402,سبدگردان توسعه فیروزه,سهامی - اهرمی,14574.1,0.164
فصلی,1402-Q3,پاییز 1402,سبدگردان توسعه فیروزه,سهامی - شاخصی,2964.3,0.033
فصلی,1402-Q3,پاییز 1402,سبدگردان فارابی,اختصاصی بازارگردانی,14689.7,0.166
فصلی,1402-Q3,پاییز 1402,سبدگردان فارابی,درآمد ثابت,53324.7,0.601
فصلی,1402-Q3,پاییز 1402,سبدگردان فارابی,سهامی,8824.5,0.1
فصلی,1402-Q3,پاییز 1402,سبدگردان فارابی,سهامی - اهرمی,14025.6,0.158
فصلی,1402-Q3,پاییز 1402,سبدگردان فارابی,سهامی - بخشی,1510.3,0.017
فصلی,1402-Q3,پاییز 1402,سبدگردان مفید,اختصاصی بازارگردانی,13587.4,0.153
فصلی,1402-Q3,پاییز 1402,سبدگردان مفید,بازنشستگی تکمیلی,5080.1,0.057
فصلی,1402-Q3,پاییز 1402,سبدگردان مفید,تضمین اصل سرمایه,6515.2,0.074
فصلی,1402-Q3,پاییز 1402,سبدگردان مفید,درآمد ثابت,395128.0,4.455
فصلی,1402-Q3,پاییز 1402,سبدگردان مفید,سهامی,151166.1,1.704
فصلی,1402-Q3,پاییز 1402,سبدگردان مفید,سهامی - اهرمی,48845.2,0.551
فصلی,1402-Q3,پاییز 1402,سبدگردان مفید,سهامی - بخشی,8038.0,0.091
فصلی,1402-Q3,پاییز 1402,سبدگردان مفید,سهامی - شاخصی,8072.0,0.091
فصلی,1402-Q3,پاییز 1402,سبدگردان مفید,مختلط,4135.9,0.047
فصلی,1402-Q3,پاییز 1402,سبدگردان مفید,کالایی (طلا و ...),48822.6,0.55
فصلی,1402-Q3,پاییز 1402,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,28726.7,0.324
فصلی,1402-Q3,پاییز 1402,مشاور سرمایه گذاری ترنج,درآمد ثابت,150400.8,1.696
فصلی,1402-Q3,پاییز 1402,مشاور سرمایه گذاری ترنج,سهامی,17524.3,0.198
فصلی,1402-Q3,پاییز 1402,مشاور سرمایه گذاری ترنج,صندوق در صندوق,3695.1,0.042
فصلی,1402-Q3,پاییز 1402,مشاور سرمایه گذاری ترنج,مختلط,6195.9,0.07
فصلی,1402-Q4,زمستان 1402,سایر مدیران,اختصاصی بازارگردانی,1629764.9,18.862
فصلی,1402-Q4,زمستان 1402,سایر مدیران,املاک و مستغلات,20478.9,0.237
فصلی,1402-Q4,زمستان 1402,سایر مدیران,بازنشستگی تکمیلی,19227.3,0.222
فصلی,1402-Q4,زمستان 1402,سایر مدیران,تضمین اصل سرمایه,5961.3,0.069
فصلی,1402-Q4,زمستان 1402,سایر مدیران,جسورانه,3389.1,0.039
فصلی,1402-Q4,زمستان 1402,سایر مدیران,خصوصی,15514.8,0.18
فصلی,1402-Q4,زمستان 1402,سایر مدیران,درآمد ثابت,4176384.4,48.336
فصلی,1402-Q4,زمستان 1402,سایر مدیران,سهامی,247678.9,2.867
فصلی,1402-Q4,زمستان 1402,سایر مدیران,سهامی - اهرمی,2043.9,0.024
فصلی,1402-Q4,زمستان 1402,سایر مدیران,سهامی - بخشی,355155.5,4.11
فصلی,1402-Q4,زمستان 1402,سایر مدیران,سهامی - شاخصی,24772.6,0.287
فصلی,1402-Q4,زمستان 1402,سایر مدیران,صندوق در صندوق,3111.6,0.036
فصلی,1402-Q4,زمستان 1402,سایر مدیران,مختلط,16252.7,0.188
فصلی,1402-Q4,زمستان 1402,سایر مدیران,پروژه‌ای,12959.1,0.15
فصلی,1402-Q4,زمستان 1402,سایر مدیران,کالایی (طلا و ...),194798.2,2.254
فصلی,1402-Q4,زمستان 1402,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,2520.5,0.029
فصلی,1402-Q4,زمستان 1402,سبد گردان اقتصاد بیدار,درآمد ثابت,61042.4,0.706
فصلی,1402-Q4,زمستان 1402,سبد گردان اقتصاد بیدار,سهامی,7885.9,0.091
فصلی,1402-Q4,زمستان 1402,سبد گردان کاریزما,اختصاصی بازارگردانی,36361.5,0.421
فصلی,1402-Q4,زمستان 1402,سبد گردان کاریزما,تضمین اصل سرمایه,16472.9,0.191
فصلی,1402-Q4,زمستان 1402,سبد گردان کاریزما,درآمد ثابت,220610.6,2.553
فصلی,1402-Q4,زمستان 1402,سبد گردان کاریزما,سهامی,13325.6,0.154
فصلی,1402-Q4,زمستان 1402,سبد گردان کاریزما,سهامی - اهرمی,117747.2,1.363
فصلی,1402-Q4,زمستان 1402,سبد گردان کاریزما,سهامی - بخشی,5766.0,0.067
فصلی,1402-Q4,زمستان 1402,سبد گردان کاریزما,سهامی - شاخصی,3575.4,0.041
فصلی,1402-Q4,زمستان 1402,سبد گردان کاریزما,صندوق در صندوق,1293.4,0.015
فصلی,1402-Q4,زمستان 1402,سبد گردان کاریزما,مختلط,1578.1,0.018
فصلی,1402-Q4,زمستان 1402,سبد گردان کاریزما,کالایی (طلا و ...),45567.0,0.527
فصلی,1402-Q4,زمستان 1402,سبدگردان آگاه,اختصاصی بازارگردانی,11312.5,0.131
فصلی,1402-Q4,زمستان 1402,سبدگردان آگاه,درآمد ثابت,102218.4,1.183
فصلی,1402-Q4,زمستان 1402,سبدگردان آگاه,سهامی,33020.5,0.382
