تناوب,دوره,عنوان دوره,مدیر,نوع صندوق,خالص ارزش دارایی (میلیارد ریال),سهم از کل صنعت ٪
فصلی,1402-Q4,زمستان 1402,سبدگردان آگاه,سهامی - اهرمی,22957.7,0.266
فصلی,1402-Q4,زمستان 1402,سبدگردان آگاه,سهامی - بخشی,12199.9,0.141
فصلی,1402-Q4,زمستان 1402,سبدگردان آگاه,مختلط,337.5,0.004
فصلی,1402-Q4,زمستان 1402,سبدگردان آگاه,کالایی (طلا و ...),24021.7,0.278
فصلی,1402-Q4,زمستان 1402,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,3736.0,0.043
فصلی,1402-Q4,زمستان 1402,سبدگردان توسعه فیروزه,جسورانه,393.9,0.005
فصلی,1402-Q4,زمستان 1402,سبدگردان توسعه فیروزه,خصوصی,1133.3,0.013
فصلی,1402-Q4,زمستان 1402,سبدگردان توسعه فیروزه,درآمد ثابت,66108.9,0.765
فصلی,1402-Q4,زمستان 1402,سبدگردان توسعه فیروزه,سهامی,10052.0,0.116
فصلی,1402-Q4,زمستان 1402,سبدگردان توسعه فیروزه,سهامی - اهرمی,25529.7,0.296
فصلی,1402-Q4,زمستان 1402,سبدگردان توسعه فیروزه,سهامی - شاخصی,3157.2,0.036
فصلی,1402-Q4,زمستان 1402,سبدگردان فارابی,اختصاصی بازارگردانی,13560.5,0.157
فصلی,1402-Q4,زمستان 1402,سبدگردان فارابی,درآمد ثابت,59824.7,0.692
فصلی,1402-Q4,زمستان 1402,سبدگردان فارابی,سهامی,8803.1,0.102
فصلی,1402-Q4,زمستان 1402,سبدگردان فارابی,سهامی - اهرمی,23009.6,0.266
فصلی,1402-Q4,زمستان 1402,سبدگردان فارابی,سهامی - بخشی,1636.3,0.019
فصلی,1402-Q4,زمستان 1402,سبدگردان مفید,اختصاصی بازارگردانی,14726.4,0.17
فصلی,1402-Q4,زمستان 1402,سبدگردان مفید,بازنشستگی تکمیلی,5840.8,0.068
فصلی,1402-Q4,زمستان 1402,سبدگردان مفید,تضمین اصل سرمایه,6835.1,0.079
فصلی,1402-Q4,زمستان 1402,سبدگردان مفید,درآمد ثابت,424439.9,4.912
فصلی,1402-Q4,زمستان 1402,سبدگردان مفید,سهامی,148968.1,1.724
فصلی,1402-Q4,زمستان 1402,سبدگردان مفید,سهامی - اهرمی,54222.3,0.628
فصلی,1402-Q4,زمستان 1402,سبدگردان مفید,سهامی - بخشی,14888.0,0.172
فصلی,1402-Q4,زمستان 1402,سبدگردان مفید,سهامی - شاخصی,7716.0,0.089
فصلی,1402-Q4,زمستان 1402,سبدگردان مفید,مختلط,3975.0,0.046
فصلی,1402-Q4,زمستان 1402,سبدگردان مفید,کالایی (طلا و ...),79883.6,0.924
فصلی,1402-Q4,زمستان 1402,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,25772.3,0.298
فصلی,1402-Q4,زمستان 1402,مشاور سرمایه گذاری ترنج,درآمد ثابت,141015.2,1.632
فصلی,1402-Q4,زمستان 1402,مشاور سرمایه گذاری ترنج,سهامی,16484.9,0.191
فصلی,1402-Q4,زمستان 1402,مشاور سرمایه گذاری ترنج,صندوق در صندوق,4335.0,0.05
فصلی,1402-Q4,زمستان 1402,مشاور سرمایه گذاری ترنج,مختلط,6930.9,0.08
فصلی,1403-Q1,بهار 1403,سایر مدیران,اختصاصی بازارگردانی,1570301.6,17.322
فصلی,1403-Q1,بهار 1403,سایر مدیران,املاک و مستغلات,25679.1,0.283
فصلی,1403-Q1,بهار 1403,سایر مدیران,بازنشستگی تکمیلی,17983.6,0.198
فصلی,1403-Q1,بهار 1403,سایر مدیران,تضمین اصل سرمایه,11544.5,0.127
فصلی,1403-Q1,بهار 1403,سایر مدیران,جسورانه,2934.2,0.032
فصلی,1403-Q1,بهار 1403,سایر مدیران,خصوصی,15178.7,0.167
فصلی,1403-Q1,بهار 1403,سایر مدیران,درآمد ثابت,4433370.3,48.906
فصلی,1403-Q1,بهار 1403,سایر مدیران,سهامی,227807.5,2.513
فصلی,1403-Q1,بهار 1403,سایر مدیران,سهامی - اهرمی,1357.7,0.015
فصلی,1403-Q1,بهار 1403,سایر مدیران,سهامی - بخشی,321995.6,3.552
فصلی,1403-Q1,بهار 1403,سایر مدیران,سهامی - شاخصی,20252.1,0.223
فصلی,1403-Q1,بهار 1403,سایر مدیران,صندوق در صندوق,2975.2,0.033
فصلی,1403-Q1,بهار 1403,سایر مدیران,مختلط,15672.4,0.173
فصلی,1403-Q1,بهار 1403,سایر مدیران,پروژه‌ای,12958.0,0.143
فصلی,1403-Q1,بهار 1403,سایر مدیران,کالایی (طلا و ...),227177.2,2.506
فصلی,1403-Q1,بهار 1403,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,2112.7,0.023
فصلی,1403-Q1,بهار 1403,سبد گردان اقتصاد بیدار,درآمد ثابت,94141.4,1.038
فصلی,1403-Q1,بهار 1403,سبد گردان اقتصاد بیدار,سهامی,7383.0,0.081
فصلی,1403-Q1,بهار 1403,سبد گردان کاریزما,اختصاصی بازارگردانی,29760.2,0.328
فصلی,1403-Q1,بهار 1403,سبد گردان کاریزما,بازنشستگی تکمیلی,5235.3,0.058
فصلی,1403-Q1,بهار 1403,سبد گردان کاریزما,تضمین اصل سرمایه,14542.9,0.16
فصلی,1403-Q1,بهار 1403,سبد گردان کاریزما,درآمد ثابت,209431.9,2.31
فصلی,1403-Q1,بهار 1403,سبد گردان کاریزما,سهامی,9799.7,0.108
فصلی,1403-Q1,بهار 1403,سبد گردان کاریزما,سهامی - اهرمی,123223.7,1.359
فصلی,1403-Q1,بهار 1403,سبد گردان کاریزما,سهامی - بخشی,5068.4,0.056
فصلی,1403-Q1,بهار 1403,سبد گردان کاریزما,سهامی - شاخصی,2711.6,0.03
فصلی,1403-Q1,بهار 1403,سبد گردان کاریزما,صندوق در صندوق,1104.2,0.012
فصلی,1403-Q1,بهار 1403,سبد گردان کاریزما,مختلط,1343.9,0.015
فصلی,1403-Q1,بهار 1403,سبد گردان کاریزما,کالایی (طلا و ...),52654.6,0.581
فصلی,1403-Q1,بهار 1403,سبدگردان آگاه,اختصاصی بازارگردانی,15617.5,0.172
فصلی,1403-Q1,بهار 1403,سبدگردان آگاه,درآمد ثابت,125002.9,1.379
فصلی,1403-Q1,بهار 1403,سبدگردان آگاه,سهامی,28170.4,0.311
فصلی,1403-Q1,بهار 1403,سبدگردان آگاه,سهامی - اهرمی,27843.2,0.307
فصلی,1403-Q1,بهار 1403,سبدگردان آگاه,سهامی - بخشی,9820.9,0.108
فصلی,1403-Q1,بهار 1403,سبدگردان آگاه,مختلط,326.8,0.004
فصلی,1403-Q1,بهار 1403,سبدگردان آگاه,کالایی (طلا و ...),28003.6,0.309
فصلی,1403-Q1,بهار 1403,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,3663.9,0.04
فصلی,1403-Q1,بهار 1403,سبدگردان توسعه فیروزه,جسورانه,546.8,0.006
فصلی,1403-Q1,بهار 1403,سبدگردان توسعه فیروزه,خصوصی,1183.2,0.013
فصلی,1403-Q1,بهار 1403,سبدگردان توسعه فیروزه,درآمد ثابت,77443.1,0.854
فصلی,1403-Q1,بهار 1403,سبدگردان توسعه فیروزه,سهامی,8349.5,0.092
فصلی,1403-Q1,بهار 1403,سبدگردان توسعه فیروزه,سهامی - اهرمی,32864.5,0.363
فصلی,1403-Q1,بهار 1403,سبدگردان توسعه فیروزه,سهامی - شاخصی,2415.4,0.027
فصلی,1403-Q1,بهار 1403,سبدگردان فارابی,اختصاصی بازارگردانی,15157.2,0.167
فصلی,1403-Q1,بهار 1403,سبدگردان فارابی,درآمد ثابت,79058.8,0.872
فصلی,1403-Q1,بهار 1403,سبدگردان فارابی,سهامی,7473.6,0.082
فصلی,1403-Q1,بهار 1403,سبدگردان فارابی,سهامی - اهرمی,32081.5,0.354
فصلی,1403-Q1,بهار 1403,سبدگردان فارابی,سهامی - بخشی,1363.5,0.015
فصلی,1403-Q1,بهار 1403,سبدگردان مفید,اختصاصی بازارگردانی,15501.7,0.171
فصلی,1403-Q1,بهار 1403,سبدگردان مفید,بازنشستگی تکمیلی,5691.9,0.063
فصلی,1403-Q1,بهار 1403,سبدگردان مفید,تضمین اصل سرمایه,4941.6,0.054
فصلی,1403-Q1,بهار 1403,سبدگردان مفید,درآمد ثابت,537243.3,5.926
فصلی,1403-Q1,بهار 1403,سبدگردان مفید,سهامی,132739.0,1.464
فصلی,1403-Q1,بهار 1403,سبدگردان مفید,سهامی - اهرمی,53055.9,0.585
فصلی,1403-Q1,بهار 1403,سبدگردان مفید,سهامی - بخشی,20016.0,0.221
فصلی,1403-Q1,بهار 1403,سبدگردان مفید,سهامی - شاخصی,6798.5,0.075
فصلی,1403-Q1,بهار 1403,سبدگردان مفید,مختلط,3591.0,0.04
فصلی,1403-Q1,بهار 1403,سبدگردان مفید,کالایی (طلا و ...),101136.2,1.116
فصلی,1403-Q1,بهار 1403,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,21916.5,0.242
فصلی,1403-Q1,بهار 1403,مشاور سرمایه گذاری ترنج,درآمد ثابت,175839.3,1.94
فصلی,1403-Q1,بهار 1403,مشاور سرمایه گذاری ترنج,سهامی,15156.2,0.167
فصلی,1403-Q1,بهار 1403,مشاور سرمایه گذاری ترنج,صندوق در صندوق,3721.3,0.041
فصلی,1403-Q1,بهار 1403,مشاور سرمایه گذاری ترنج,مختلط,5723.8,0.063
فصلی,1403-Q2,تابستان 1403,سایر مدیران,اختصاصی بازارگردانی,1593212.1,15.268
فصلی,1403-Q2,تابستان 1403,سایر مدیران,املاک و مستغلات,25678.0,0.246
فصلی,1403-Q2,تابستان 1403,سایر مدیران,بازنشستگی تکمیلی,23420.6,0.224
فصلی,1403-Q2,تابستان 1403,سایر مدیران,تضمین اصل سرمایه,16769.4,0.161
فصلی,1403-Q2,تابستان 1403,سایر مدیران,جسورانه,3018.6,0.029
فصلی,1403-Q2,تابستان 1403,سایر مدیران,خصوصی,15773.7,0.151
فصلی,1403-Q2,تابستان 1403,سایر مدیران,درآمد ثابت,5145362.5,49.307
فصلی,1403-Q2,تابستان 1403,سایر مدیران,سهامی,244969.1,2.348
فصلی,1403-Q2,تابستان 1403,سایر مدیران,سهامی - اهرمی,1421.4,0.014
فصلی,1403-Q2,تابستان 1403,سایر مدیران,سهامی - بخشی,315304.5,3.022
فصلی,1403-Q2,تابستان 1403,سایر مدیران,سهامی - شاخصی,16872.6,0.162
فصلی,1403-Q2,تابستان 1403,سایر مدیران,صندوق در صندوق,7586.0,0.073
فصلی,1403-Q2,تابستان 1403,سایر مدیران,مختلط,16266.1,0.156
فصلی,1403-Q2,تابستان 1403,سایر مدیران,پروژه‌ای,12956.8,0.124
فصلی,1403-Q2,تابستان 1403,سایر مدیران,کالایی (طلا و ...),294454.7,2.822
فصلی,1403-Q2,تابستان 1403,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,2355.4,0.023
فصلی,1403-Q2,تابستان 1403,سبد گردان اقتصاد بیدار,درآمد ثابت,128412.7,1.231
فصلی,1403-Q2,تابستان 1403,سبد گردان اقتصاد بیدار,سهامی,7318.7,0.07
فصلی,1403-Q2,تابستان 1403,سبد گردان اقتصاد بیدار,سهامی - اهرمی,31460.8,0.302
فصلی,1403-Q2,تابستان 1403,سبد گردان کاریزما,اختصاصی بازارگردانی,29092.4,0.279
فصلی,1403-Q2,تابستان 1403,سبد گردان کاریزما,بازنشستگی تکمیلی,5424.0,0.052
فصلی,1403-Q2,تابستان 1403,سبد گردان کاریزما,تضمین اصل سرمایه,15499.9,0.148
فصلی,1403-Q2,تابستان 1403,سبد گردان کاریزما,درآمد ثابت,222435.0,2.132
فصلی,1403-Q2,تابستان 1403,سبد گردان کاریزما,سهامی,10944.3,0.105
فصلی,1403-Q2,تابستان 1403,سبد گردان کاریزما,سهامی - اهرمی,126757.9,1.215
فصلی,1403-Q2,تابستان 1403,سبد گردان کاریزما,سهامی - بخشی,6227.5,0.06
فصلی,1403-Q2,تابستان 1403,سبد گردان کاریزما,سهامی - شاخصی,3048.8,0.029
فصلی,1403-Q2,تابستان 1403,سبد گردان کاریزما,صندوق در صندوق,1590.9,0.015
فصلی,1403-Q2,تابستان 1403,سبد گردان کاریزما,مختلط,1335.5,0.013
فصلی,1403-Q2,تابستان 1403,سبد گردان کاریزما,کالایی (طلا و ...),65721.4,0.63
فصلی,1403-Q2,تابستان 1403,سبدگردان آگاه,اختصاصی بازارگردانی,17201.8,0.165
فصلی,1403-Q2,تابستان 1403,سبدگردان آگاه,درآمد ثابت,153597.6,1.472
فصلی,1403-Q2,تابستان 1403,سبدگردان آگاه,سهامی,30017.6,0.288
فصلی,1403-Q2,تابستان 1403,سبدگردان آگاه,سهامی - اهرمی,36076.3,0.346
فصلی,1403-Q2,تابستان 1403,سبدگردان آگاه,سهامی - بخشی,10382.9,0.1
فصلی,1403-Q2,تابستان 1403,سبدگردان آگاه,مختلط,353.9,0.003
فصلی,1403-Q2,تابستان 1403,سبدگردان آگاه,کالایی (طلا و ...),40287.4,0.386
فصلی,1403-Q2,تابستان 1403,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,5050.2,0.048
فصلی,1403-Q2,تابستان 1403,سبدگردان توسعه فیروزه,جسورانه,568.4,0.005
فصلی,1403-Q2,تابستان 1403,سبدگردان توسعه فیروزه,خصوصی,1207.4,0.012
فصلی,1403-Q2,تابستان 1403,سبدگردان توسعه فیروزه,درآمد ثابت,101506.0,0.973
فصلی,1403-Q2,تابستان 1403,سبدگردان توسعه فیروزه,سهامی,8891.9,0.085
فصلی,1403-Q2,تابستان 1403,سبدگردان توسعه فیروزه,سهامی - اهرمی,55957.7,0.536
فصلی,1403-Q2,تابستان 1403,سبدگردان توسعه فیروزه,سهامی - بخشی,10074.7,0.096
فصلی,1403-Q2,تابستان 1403,سبدگردان توسعه فیروزه,سهامی - شاخصی,2758.0,0.026
فصلی,1403-Q2,تابستان 1403,سبدگردان فارابی,اختصاصی بازارگردانی,15285.2,0.146
فصلی,1403-Q2,تابستان 1403,سبدگردان فارابی,درآمد ثابت,121070.9,1.16
فصلی,1403-Q2,تابستان 1403,سبدگردان فارابی,سهامی,8562.4,0.082
فصلی,1403-Q2,تابستان 1403,سبدگردان فارابی,سهامی - اهرمی,45494.6,0.436
فصلی,1403-Q2,تابستان 1403,سبدگردان فارابی,سهامی - بخشی,1522.8,0.015
فصلی,1403-Q2,تابستان 1403,سبدگردان مفید,اختصاصی بازارگردانی,19791.9,0.19
فصلی,1403-Q2,تابستان 1403,سبدگردان مفید,بازنشستگی تکمیلی,6150.1,0.059
فصلی,1403-Q2,تابستان 1403,سبدگردان مفید,تضمین اصل سرمایه,4187.7,0.04
فصلی,1403-Q2,تابستان 1403,سبدگردان مفید,درآمد ثابت,699332.9,6.702
فصلی,1403-Q2,تابستان 1403,سبدگردان مفید,سهامی,140825.7,1.35
فصلی,1403-Q2,تابستان 1403,سبدگردان مفید,سهامی - اهرمی,60445.3,0.579
فصلی,1403-Q2,تابستان 1403,سبدگردان مفید,سهامی - بخشی,20592.1,0.197
فصلی,1403-Q2,تابستان 1403,سبدگردان مفید,سهامی - شاخصی,6690.0,0.064
فصلی,1403-Q2,تابستان 1403,سبدگردان مفید,مختلط,3642.6,0.035
فصلی,1403-Q2,تابستان 1403,سبدگردان مفید,کالایی (طلا و ...),145594.3,1.395
فصلی,1403-Q2,تابستان 1403,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,23714.2,0.227
فصلی,1403-Q2,تابستان 1403,مشاور سرمایه گذاری ترنج,درآمد ثابت,195822.2,1.876
فصلی,1403-Q2,تابستان 1403,مشاور سرمایه گذاری ترنج,سهامی,16740.8,0.16
فصلی,1403-Q2,تابستان 1403,مشاور سرمایه گذاری ترنج,سهامی - اهرمی,26097.0,0.25
فصلی,1403-Q2,تابستان 1403,مشاور سرمایه گذاری ترنج,صندوق در صندوق,3702.2,0.036
فصلی,1403-Q2,تابستان 1403,مشاور سرمایه گذاری ترنج,مختلط,5401.1,0.052
فصلی,1403-Q3,پاییز 1403,سایر مدیران,اختصاصی بازارگردانی,1932901.8,15.586
فصلی,1403-Q3,پاییز 1403,سایر مدیران,املاک و مستغلات,26198.1,0.211
فصلی,1403-Q3,پاییز 1403,سایر مدیران,بازنشستگی تکمیلی,30861.5,0.249
فصلی,1403-Q3,پاییز 1403,سایر مدیران,تضمین اصل سرمایه,18555.6,0.15
فصلی,1403-Q3,پاییز 1403,سایر مدیران,جسورانه,3311.7,0.027
فصلی,1403-Q3,پاییز 1403,سایر مدیران,خصوصی,16884.5,0.136
فصلی,1403-Q3,پاییز 1403,سایر مدیران,درآمد ثابت,5672690.8,45.743
